20_10_20_20:04:08,2.15,N,0.0
20_10_20_20:04:09,4.22,N,0.0
20_10_20_20:04:10,3.23,N,0.0
20_10_20_20:04:11,3.07,N,0.0
20_10_20_20:04:12,3.25,N,0.0
20_10_20_20:04:13,3.29,N,0.0
20_10_20_20:04:14,3.42,N,0.0
20_10_20_20:04:15,3.2,N,0.0
20_10_20_20:04:16,3.58,N,0.0
20_10_20_20:04:17,3.89,N,0.0
20_10_20_20:04:18,3.58,N,0.0
20_10_20_20:04:19,2.83,N,0.0
20_10_20_20:04:20,2.02,N,0.0
20_10_20_20:04:21,1.67,N,0.0
20_10_20_20:04:22,1.36,N,0.0
